,zone,id,distance,density
1021,D,UV-5,105.0,0.0
1022,D,UV-5,110.0,4.15058
1023,D,UV-5,115.0,0.0
1024,D,UV-5,120.0,2.49035
1025,D,UV-5,125.0,0.830115
1026,D,UV-5,130.0,1.66023
1027,D,UV-5,135.0,0.830115
1028,D,UV-5,140.0,2.49035
1029,D,UV-5,145.0,0.830115
1030,D,UV-5,150.0,0.830115
1031,D,UV-5,155.0,0.0
1032,D,UV-5,160.0,0.830115
1033,D,UV-5,165.0,0.830115
1034,D,UV-5,170.0,0.830115
1035,D,UV-5,175.0,0.830115
1036,D,UV-5,180.0,0.0
1037,D,UV-5,185.0,0.0
1038,D,UV-5,190.0,0.830115
1039,D,UV-5,195.0,0.0
1040,D,UV-5,200.0,0.0
1041,D,UV-5,205.0,0.830115
1042,D,UV-5,210.0,0.0
1043,D,UV-5,215.0,0.0
1044,D,UV-5,220.0,0.830115
1045,D,UV-5,225.0,0.0
1046,D,UV-5,230.0,0.830115
1047,D,UV-5,235.0,1.66023
1048,D,UV-5,240.0,0.830115
1049,D,UV-5,245.0,0.0
1050,D,UV-5,250.0,0.0
1051,D,UV-5,255.0,0.830115
1052,D,UV-5,260.0,0.830115
1053,D,UV-5,265.0,0.830115
1054,D,UV-5,270.0,0.830115
1055,D,UV-5,275.0,0.0
1056,D,UV-5,280.0,0.0
1057,D,UV-5,285.0,1.66023
1058,D,UV-5,290.0,0.830115
1059,D,UV-5,295.0,0.0
1060,D,UV-5,300.0,1.66023
1061,D,UV-5,305.0,0.0
1062,D,UV-5,310.0,0.0
1063,D,UV-5,315.0,0.0
1064,D,UV-5,320.0,1.66023
1065,D,UV-5,325.0,0.0
1066,D,UV-5,330.0,0.0
1067,D,UV-5,335.0,0.830115
1068,D,UV-5,340.0,0.0
1069,D,UV-5,345.0,0.0
1070,D,UV-5,350.0,0.0
1071,D,UV-5,355.0,0.0
1072,D,UV-5,360.0,0.830115
1073,D,UV-5,365.0,0.0
1074,D,UV-5,370.0,0.0
1075,D,UV-5,375.0,0.0
1076,D,UV-5,380.0,0.830115
1077,D,UV-5,385.0,0.0
1078,D,UV-5,390.0,0.0
1079,D,UV-5,395.0,0.830115
1080,D,UV-5,400.0,0.0
1081,D,UV-5,405.0,0.0
1082,D,UV-5,410.0,0.0
1083,D,UV-5,415.0,0.0
1084,D,UV-5,420.0,0.0
1085,D,UV-5,425.0,0.830115
1086,D,UV-5,430.0,0.0
1087,D,UV-5,435.0,0.0
1088,D,UV-5,440.0,0.0
1089,D,UV-5,445.0,0.0
1090,D,UV-5,450.0,0.0
1091,D,UV-5,455.0,0.830115
1092,D,UV-5,460.0,0.0
1093,D,UV-5,465.0,0.0
1094,D,UV-5,470.0,0.0
1095,D,UV-5,475.0,0.0
1096,D,UV-5,480.0,0.0
1097,D,UV-5,485.0,0.0
1098,D,UV-5,490.0,0.0
1099,D,UV-5,495.0,0.830115
1100,D,UV-6,0.0,0.0
1101,D,UV-6,5.0,0.0
1102,D,UV-6,10.0,0.0
1103,D,UV-6,15.0,0.0
1104,D,UV-6,20.0,0.471102
1105,D,UV-6,25.0,2.35551
1106,D,UV-6,30.0,5.18212
1107,D,UV-6,35.0,9.42204
1108,D,UV-6,40.0,11.3064
1109,D,UV-6,45.0,4.71102
1110,D,UV-6,50.0,2.82661
1111,D,UV-6,55.0,1.41331
1112,D,UV-6,60.0,2.82661
1113,D,UV-6,65.0,1.41331
1114,D,UV-6,70.0,1.88441
1115,D,UV-6,75.0,3.76882
1116,D,UV-6,80.0,2.35551
1117,D,UV-6,85.0,0.471102
1118,D,UV-6,90.0,1.41331
1119,D,UV-6,95.0,0.942204
1120,D,UV-6,100.0,3.29771
1121,D,UV-6,105.0,1.41331
1122,D,UV-6,110.0,0.471102
1123,D,UV-6,115.0,2.35551
1124,D,UV-6,120.0,1.41331
1125,D,UV-6,125.0,1.88441
1126,D,UV-6,130.0,1.88441
1127,D,UV-6,135.0,0.471102
1128,D,UV-6,140.0,1.41331
1129,D,UV-6,145.0,0.942204
1130,D,UV-6,150.0,3.76882
1131,D,UV-6,155.0,1.88441
1132,D,UV-6,160.0,2.35551
1133,D,UV-6,165.0,2.35551
1134,D,UV-6,170.0,0.471102
1135,D,UV-6,175.0,0.942204
1136,D,UV-6,180.0,0.942204
1137,D,UV-6,185.0,0.942204
1138,D,UV-6,190.0,0.0
1139,D,UV-6,195.0,2.35551
1140,D,UV-6,200.0,2.35551
1141,D,UV-6,205.0,0.471102
1142,D,UV-6,210.0,0.942204
1143,D,UV-6,215.0,0.471102
1144,D,UV-6,220.0,0.0
1145,D,UV-6,225.0,0.0
1146,D,UV-6,230.0,0.0
1147,D,UV-6,235.0,0.0
1148,D,UV-6,240.0,0.0
1149,D,UV-6,245.0,0.0
1150,D,UV-6,250.0,0.0
1151,D,UV-6,255.0,0.0
1152,D,UV-6,260.0,0.0
1153,D,UV-6,265.0,0.0
1154,D,UV-6,270.0,0.0
1155,D,UV-6,275.0,0.0
1156,D,UV-6,280.0,0.0
1157,D,UV-6,285.0,0.0
1158,D,UV-6,290.0,0.0
1159,D,UV-6,295.0,0.0
1160,D,UV-6,300.0,0.0
1161,D,UV-6,305.0,0.0
1162,D,UV-6,310.0,0.0
1163,D,UV-6,315.0,0.0
1164,D,UV-6,320.0,0.0
1165,D,UV-6,325.0,0.0
1166,D,UV-6,330.0,0.0
1167,D,UV-6,335.0,0.0
1168,D,UV-6,340.0,0.0
1169,D,UV-6,345.0,0.0
1170,D,UV-6,350.0,0.0
1171,D,UV-6,355.0,0.0
1172,D,UV-6,360.0,0.0
1173,D,UV-6,365.0,0.0
1174,D,UV-6,370.0,0.0
1175,D,UV-6,375.0,0.0
1176,D,UV-6,380.0,0.0
1177,D,UV-6,385.0,0.0
1178,D,UV-6,390.0,0.0
1179,D,UV-6,395.0,0.0
1180,D,UV-6,400.0,0.0
1181,D,UV-6,405.0,0.0
1182,D,UV-6,410.0,0.0
1183,D,UV-6,415.0,0.0
1184,D,UV-6,420.0,0.0
1185,D,UV-6,425.0,0.0
1186,D,UV-6,430.0,0.0
1187,D,UV-6,435.0,0.0
1188,D,UV-6,440.0,0.0
1189,D,UV-6,445.0,0.0
1190,D,UV-6,450.0,0.0
1191,D,UV-6,455.0,0.0
1192,D,UV-6,460.0,0.0
1193,D,UV-6,465.0,0.0
1194,D,UV-6,470.0,0.0
1195,D,UV-6,475.0,0.0
1196,D,UV-6,480.0,0.0
1197,D,UV-6,485.0,0.0
1198,D,UV-6,490.0,0.0
1199,D,UV-6,495.0,0.0
1200,S,UV-1,0.0,0.0
1201,S,UV-1,5.0,0.0
1202,S,UV-1,10.0,0.0
1203,S,UV-1,15.0,0.419866
1204,S,UV-1,20.0,0.419866
1205,S,UV-1,25.0,0.839732
1206,S,UV-1,30.0,2.09933
1207,S,UV-1,35.0,5.45826
1208,S,UV-1,40.0,6.29799
1209,S,UV-1,45.0,2.93906
1210,S,UV-1,50.0,5.45826
1211,S,UV-1,55.0,3.77879
1212,S,UV-1,60.0,3.77879
1213,S,UV-1,65.0,3.35893
1214,S,UV-1,70.0,2.09933
1215,S,UV-1,75.0,2.93906
1216,S,UV-1,80.0,0.419866
1217,S,UV-1,85.0,2.5192
1218,S,UV-1,90.0,1.67946
1219,S,UV-1,95.0,0.839732
1220,S,UV-1,100.0,0.0
1221,S,UV-1,105.0,1.67946
1222,S,UV-1,110.0,1.2596
1223,S,UV-1,115.0,2.09933
1224,S,UV-1,120.0,0.839732
1225,S,UV-1,125.0,0.839732
1226,S,UV-1,130.0,1.2596
1227,S,UV-1,135.0,0.839732
1228,S,UV-1,140.0,0.419866
1229,S,UV-1,145.0,0.839732
1230,S,UV-1,150.0,1.2596
1231,S,UV-1,155.0,1.2596
1232,S,UV-1,160.0,2.5192
1233,S,UV-1,165.0,1.67946
1234,S,UV-1,170.0,0.0
1235,S,UV-1,175.0,0.839732
1236,S,UV-1,180.0,2.5192
1237,S,UV-1,185.0,1.2596
1238,S,UV-1,190.0,0.839732
1239,S,UV-1,195.0,0.839732
1240,S,UV-1,200.0,1.2596
1241,S,UV-1,205.0,1.67946
1242,S,UV-1,210.0,1.2596
1243,S,UV-1,215.0,0.419866
1244,S,UV-1,220.0,1.67946
1245,S,UV-1,225.0,0.419866
1246,S,UV-1,230.0,1.2596
1247,S,UV-1,235.0,0.839732
1248,S,UV-1,240.0,2.93906
1249,S,UV-1,245.0,1.67946
1250,S,UV-1,250.0,0.419866
1251,S,UV-1,255.0,0.839732
1252,S,UV-1,260.0,1.2596
1253,S,UV-1,265.0,1.67946
1254,S,UV-1,270.0,1.67946
1255,S,UV-1,275.0,1.2596
1256,S,UV-1,280.0,0.839732
1257,S,UV-1,285.0,0.419866
1258,S,UV-1,290.0,0.419866
1259,S,UV-1,295.0,0.839732
1260,S,UV-1,300.0,0.839732
1261,S,UV-1,305.0,2.09933
1262,S,UV-1,310.0,0.419866
1263,S,UV-1,315.0,1.2596
1264,S,UV-1,320.0,2.09933
1265,S,UV-1,325.0,0.839732
1266,S,UV-1,330.0,1.2596
1267,S,UV-1,335.0,0.419866
1268,S,UV-1,340.0,0.419866
1269,S,UV-1,345.0,0.0
1270,S,UV-1,350.0,2.5192
1271,S,UV-1,355.0,0.419866
1272,S,UV-1,360.0,2.09933
1273,S,UV-1,365.0,0.839732
1274,S,UV-1,370.0,1.2596
1275,S,UV-1,375.0,0.839732
1276,S,UV-1,380.0,0.839732
1277,S,UV-1,385.0,0.839732
1278,S,UV-1,390.0,0.419866
1279,S,UV-1,395.0,1.67946
1280,S,UV-1,400.0,2.09933
1281,S,UV-1,405.0,1.67946
1282,S,UV-1,410.0,0.0
1283,S,UV-1,415.0,0.839732
1284,S,UV-1,420.0,0.419866
1285,S,UV-1,425.0,0.419866
1286,S,UV-1,430.0,0.839732
1287,S,UV-1,435.0,0.419866
1288,S,UV-1,440.0,0.839732
1289,S,UV-1,445.0,0.0
1290,S,UV-1,450.0,1.2596
1291,S,UV-1,455.0,0.839732
1292,S,UV-1,460.0,0.419866
1293,S,UV-1,465.0,0.419866
1294,S,UV-1,470.0,1.67946
1295,S,UV-1,475.0,0.419866
1296,S,UV-1,480.0,0.0
1297,S,UV-1,485.0,0.419866
1298,S,UV-1,490.0,0.419866
1299,S,UV-1,495.0,0.419866
1300,S,UV-2,0.0,0.0
1301,S,UV-2,5.0,0.0
1302,S,UV-2,10.0,0.352859
1303,S,UV-2,15.0,0.0
1304,S,UV-2,20.0,0.0
1305,S,UV-2,25.0,3.17573
1306,S,UV-2,30.0,3.88145
1307,S,UV-2,35.0,6.70432
1308,S,UV-2,40.0,7.7629
1309,S,UV-2,45.0,8.11576
